"company_name","movie_title","revenue","revenue_quartile"
"Canal+","The Claim","0",4
"Canal+","Chacun Cherche Son Chat","0",4
"Canal+","Coco avant Chanel","0",4
"Canal+","The Last Days on Mars","0",4
"Canal+","I Come with the Rain","0",4
"Canal+","La Fille du RER","0",4
"Canal+","Anything Else","0",4
"Canal+","Un long dimanche de fiançailles","0",4
"Canal+","Rien ne va plus","0",4
"Canal+","Le Nom des gens","0",4
"Canal+ Droits Audiovisuels","Urban Legend","72527595",1
"Canal+ Droits Audiovisuels","Urban Legends: Final Cut","38574362",2
"Canal+ Droits Audiovisuels","The Ice Storm","8038061",3
"Canal+ Espau00f1a","Lo imposible","180274123",1
"Canal+ Espau00f1a","Astérix aux Jeux Olympiques","132900000",1
"Canal+ Espau00f1a","The Ninth Gate","58401898",1
"Canal+ Espau00f1a","Agora","39041505",2
"Canal+ Espau00f1a","El secreto de sus ojos","33965843",2
"Canal+ Espau00f1a","Red Lights","13551174",3
"Canal+ Espau00f1a","The Machinist","8203235",3
"Canal+ Espau00f1a","Transsiberian","5926410",4
"Canal+ Espau00f1a","Blackthorn","623528",4
"Canal+ Polska","Ida","10700000",1
"Canal+ Television AB","Manderlay","674918",1
"Canal+Polska","The Pianist","120072577",1
"Caneo Films","Blood Ties","2415472",1
"Canlaws Productions","I, Robot","347234916",1
"Cannell Studios","22 Jump Street","188441614",1
"Cannon Films","Superman IV: The Quest for Peace","19300000",1
"Cannon Films","Bloodsport","11806119",1
"Cannon Films","The Texas Chainsaw Massacre 2","8025872",2
"Cannon Films","Invasion U.S.A.","0",3
"Cannon Films","The Barbarians","0",4
"Cannon Group","The Wicked Lady","0",1
"Cannon Group","American Ninja 2: The Confrontation","0",2
"Cannon Pictures","Invaders from Mars","4884663",1
"Cantharus Productions","Superman III","75850624",1
"Capacity Pictures","Criminal Activities","0",1
"Capcom","Street Fighter","99423521",1
"Cape Of Good Films","Airlift","32000000",1
"Capella International","Austin Powers: International Man of Mystery","67683989",1
"Capella International","The Adventures of Rocky & Bullwinkle","35134820",2
"Capella International","Drop Dead Gorgeous","10571408",3
"Capitol Films","Lucky Number Slevin","56308881",1
"Capitol Films","Ghost World","0",1
"Capitol Films","Love Ranch","0",2
"Capitol Films","Black Water Transit","0",3
"Capitol Films","Spider","0",4
"Cappa Productions","Cape Fear","182300000",1
"Cappa Productions","The Aviator","102000000",2
"Cappa Productions","You Can Count on Me","0",3
"Capstone Entertainment Group","Forget Me Not","0",1
"Captivate Entertainment","Jason Bourne","415484914",1
"Captivate Entertainment","The Bourne Legacy","276572938",2
"Caravan Pictures","Six Days Seven Nights","164000000",1
"Caravan Pictures","G.I. Jane","48169156",1
"Caravan Pictures","A Low Down Dirty Shame","29392418",2
"Caravan Pictures","Grosse Pointe Blank","28084357",2
"Caravan Pictures","Simon Birch","18253415",3
"Caravan Pictures","The Jerky Boys","0",3
"Caravan Pictures","Inspector Gadget","0",4
"Caravan Pictures","Holy Man","0",4
"Cargo Entertainment","Zipper","0",1
"Carmel Entertainment","Fireproof","33456317",1
"Carnaby International","A Lonely Place to Die","25345000",1
"Carnaby International","The Rise of the Krays","0",2
"Carnival Films","Napoleon Dynamite","46118097",1
"Caro-McLeod","The Cell","104155843",1
"Carol Baum Productions","You Kill Me","2426851",1
"Carolco International N.V.","Total Recall","261317921",1
"Carolco Pictures","Terminator 2: Judgment Day","520000000",1
"Carolco Pictures","Rambo: First Blood Part II","300400432",1
"Carolco Pictures","Total Recall","261317921",1
"Carolco Pictures","Cliffhanger","255000211",2
"Carolco Pictures","Rambo III","189015611",2
"Carolco Pictures","The Doors","34416893",3
"Carolco Pictures","Showgirls","20350754",3
"Carolco Pictures","Cutthroat Island","10017322",4
"Carolco Pictures","Light Sleeper","0",4
"Carolina Bank","Gandhi","77737889",1
"Carousel Picture Company","George and the Dragon","0",1
"Carousel Picture Company, The","The Musketeer","27053815",1
"Carousel Picture Company, The","FearDotCom","18902015",2
"Carousel Picture Company, The","Wing Commander","0",3
"Carousel Productions","The Incredible Burt Wonderstone","27437881",1
"Carsey-Werner Company","The Brothers Solomon","0",1
"Carthago Films S.a.r.l.","Hannibal Rising","82169884",1
"Carthago Films S.a.r.l.","Virgin Territory","5410749",2
"Cartier Productions","Fiddler on the Roof","83304330",1
"Cartoon Network","Aqua Teen Hunger Force Colon Movie Film for Theaters","0",1
"Cartoon Network Studios","Star Wars: Clone Wars (Volume 1)","0",1
"Cartoon Saloon","The Secret of Kells","0",1
"Caruso / Mendelsohn Productions","3 Backyards","0",1
"Case 39 Productions","Case 39","29000000",1
"Casey Productions","It's a Mad, Mad, Mad, Mad World","60000000",1
"Casey Silver Productions","The Forbidden Kingdom","127906624",1
"Casey Silver Productions","Hidalgo","108103450",1
"Casey Silver Productions","Ladder 49","74541707",2
"Casey Silver Productions","Leatherheads","41299492",3
"Casey Silver Productions","Gigli","7266209",4
"Castel Film Romania","Cold Mountain","173013509",1
"Castel Film Romania","Mirrors","72436439",2
"Castelao Producciones","Perfume: The Story of a Murderer","132180323",1
"Castelao Producciones","The Machinist","8203235",1
"Castelao Producciones","Transsiberian","5926410",2
"Castelao Producciones","Mientras duermes","0",3
"Castelao Producciones","Darkness","0",4
"Castle Rock Entertainment","The Green Mile","284600000",1
"Castle Rock Entertainment","Miss Congeniality","212000000",1
"Castle Rock Entertainment","Friends with Benefits","150483765",1
"Castle Rock Entertainment","Music and Lyrics","145896422",1
"Castle Rock Entertainment","Striptease","113309743",1
"Castle Rock Entertainment","The American President","107879496",1
"Castle Rock Entertainment","Two Weeks Notice","93354918",1
"Castle Rock Entertainment","Michael Clayton","92991835",1
"Castle Rock Entertainment","When Harry Met Sally...","92823546",1
"Castle Rock Entertainment","No Reservations","92601050",1
"Castle Rock Entertainment","Did You Hear About the Morgans?","85280250",2
"Castle Rock Entertainment","Dreamcatcher","75715436",2
"Castle Rock Entertainment","The Story of Us","58900031",2
"Castle Rock Entertainment","Murder by Numbers","56714147",2
"Castle Rock Entertainment","Absolute Power","50068310",2
"Castle Rock Entertainment","The Majestic","37317558",2
"Castle Rock Entertainment","The Shawshank Redemption","28341469",2
"Castle Rock Entertainment","And So It Goes","25312387",2
"Castle Rock Entertainment","Hearts in Atlantis","24185781",2
"Castle Rock Entertainment","Faster","23081726",2
"Castle Rock Entertainment","A Mighty Wind","18750246",3
"Castle Rock Entertainment","In the Land of Women","17500000",3
"Castle Rock Entertainment","Extreme Measures","17380126",3
"Castle Rock Entertainment","Before Sunset","15992615",3
"Castle Rock Entertainment","Lone Star","13269963",3
"Castle Rock Entertainment","Before Midnight","11176469",3
"Castle Rock Entertainment","Bernie","9206470",3
"Castle Rock Entertainment","The Adventures of Pluto Nash","7103973",3
"Castle Rock Entertainment","Zero Effect","1980338",3
"Castle Rock Entertainment","Salton Sea","676698",3
"Castle Rock Entertainment","Hamlet","0",4
"Castle Rock Entertainment","Ghosts of Mississippi","0",4
"Castle Rock Entertainment","Proof of Life","0",4
"Castle Rock Entertainment","Waiting for Guffman","0",4
"Castle Rock Entertainment","Miss Congeniality 2: Armed and Fabulous","0",4
"Castle Rock Entertainment","Best in Show","0",4
"Castle Rock Entertainment","Mickey Blue Eyes","0",4
"Castle Rock Entertainment","City Hall","0",4
"Castle Rock Entertainment","Envy","0",4
"Castle Rock Entertainment","Kangaroo Jack","0",4
"Casual Friday Productions","Freaky Friday","110230332",1
"Catch 23 Entertainment","One Hour Photo","52223306",1
"Catch Productions","Johnson Family Vacation","31179516",1
"CatchPlay","The Revenant","532950503",1
"CatchPlay","Hesher","382946",2
"Catfish Productions","Walk the Line","186438883",1
"Catherine Bailey Ltd.","Spider","0",1
"Catmandu Branded Entertainment","Metegol","24000000",1
"Cattleya","Cold Mountain","173013509",1
"Cattleya","Tea with Mussolini","21001563",2
"Cattleya","Ripley's Game","0",3
"Cattleya","The Face of an Angel","0",4
"Catwoman Films","Catwoman","82102379",1
"Caviar Films","The Diary of a Teenage Girl","1477002",1
"CBS Films","Last Vegas","134402450",1
"CBS Films","The Back-Up Plan","77477008",1
"CBS Films","The Mechanic","51070807",1
"CBS Films","The DUFF","43528634",2
"CBS Films","Beastly","43165571",2
"CBS Films","Inside Llewyn Davis","32935319",2
"CBS Films","Love the Coopers","24000000",3
"CBS Films","Faster","23081726",3
"CBS Films","Seven Psychopaths","19422261",3
"CBS Films","The Last Exorcism Part II","15179302",4
"CBS Films","Extraordinary Measures","15134293",4
"CBS Films","The Words","13231461",4
"CDI","Illuminata","0",1
"Cecchi Gori Group Tiger Cinematografica","Freddy vs. Jason","114908830",1
"Cecchi Gori Pictures","Se7en","327311859",1
"Celador Films","Slumdog Millionaire","377910544",1
"Celador Films","Selma","66787908",2
"Celador Films","Centurion","6814789",3
"Celador Films","The Descent","0",4
"Celador Productions","Dirty Pretty Things","0",1
"Celluloid Dreams","Funny Games","7938872",1
"Celluloid Dreams","Serbuan maut","4105187",1
"Celluloid Dreams","Savage Grace","0",2
"Celluloid Dreams","How She Move","0",3
"Celluloid Dreams","Persepolis","0",4
"Cent Productions Inc.","Get Rich or Die Tryin'","46442528",1
"Centauri Media","Cargo","0",1
"Central-Europa Film","I Come with the Rain","0",1
"Central Cinema Company Film","Shalako","2620000",1
"Central Films","Babel","135330182",1
"Central Motion Pictures","刺客聶隱娘","632542",1
"Centre National de la Cinu00e9matographie","Bienvenue chez les ch'tis","53191886",1
"Centre National de la Cinu00e9matographie","8 femmes","0",2
"Centre National de la Cinu00e9matographie","Les herbes folles","0",3
"Centre National de la Cinu00e9matographie (CNC)","Le peuple migrateur","20217080",1
"Centre National de la Cinu00e9matographie (CNC)","Oceans","19406406",1
"Centre National de la Cinu00e9matographie (CNC)","Chéri","9366227",1
"Centre National de la Cinu00e9matographie (CNC)","Les Invasions barbares","3432342",1
"Centre National de la Cinu00e9matographie (CNC)","Renaissance","1831348",2
"Centre National de la Cinu00e9matographie (CNC)","Un long dimanche de fiançailles","0",2
"Centre National de la Cinu00e9matographie (CNC)","Persepolis","0",2
"Centre National de la Cinu00e9matographie (CNC)","Évolution","0",3
"Centre National de la Cinu00e9matographie (CNC)","سكر بنات","0",3
"Centre National de la Cinu00e9matographie (CNC)","Les Visiteurs 2 : Les Couloirs du temps","0",3
"Centre National de la Cinu00e9matographie (CNC)","La Fille du RER","0",4
"Centre National de la Cinu00e9matographie (CNC)","Chacun sa nuit","0",4
"Centre National de la Cinu00e9matographie (CNC)","Loin des hommes","0",4
"Centre National du Cinu00e9ma et de L'image Animu00e9e (CNC)","Melancholia","21817298",1
"Centre National du Cinu00e9ma et de L'image Animu00e9e (CNC)","Heli","0",2
"Centre Ru00e9gional des Ressources Audiovisuelles (CRRAV)","Bienvenue chez les ch'tis","53191886",1
"Centropolis Entertainment","Independence Day","816969268",1
"Centropolis Entertainment","2012","769653595",1
"Centropolis Entertainment","The Day After Tomorrow","544272402",1
"Centropolis Entertainment","Independence Day: Resurgence","389681935",2
"Centropolis Entertainment","What Women Want","374111707",2
"Centropolis Entertainment","The Patriot","215294342",2
"Centropolis Entertainment","White House Down","205366737",3
"Centropolis Entertainment","Anonymous","15395087",3
"Centropolis Entertainment","Stonewall","187674",4
"Centropolis Entertainment","Eight Legged Freaks","0",4
"Centropolis Film Productions","The Thirteenth Floor","18564088",1
"Centropolis Film Productions","Trade","0",2
"Centrul National al Cinematografiei (CNC)","4 luni, 3 săptămîni și 2 zile","1185783",1
"Centurion Investment","친절한 금자씨","23803308",1
"Chad Troutwine Films","Freakonomics","103735",1
"Chako Film Company","Piranha 3D","83188165",1
"Challenge Film Corporation","Split Second","5",1
"Chambara Pictures","The Grey","77278331",1
"Chambara Pictures","The Fourth Kind","42333295",2
"Channel Four Films","The Full Monty","257850122",1
"Channel Four Films","Four Weddings and a Funeral","254700832",1
"Channel Four Films","Elizabeth","82150642",1
"Channel Four Films","The Crying Game","62548947",1
"Channel Four Films","Trainspotting","16491080",2
"Channel Four Films","The Red Violin","9495408",2
"Channel Four Films","My Beautiful Laundrette","2451545",2
"Channel Four Films","Velvet Goldmine","1053788",3
"Channel Four Films","Sugar Town","0",3
"Channel Four Films","The Straight Story","0",3
"Channel Four Films","Red Riding: In the Year of Our Lord 1974","0",4
"Channel Four Films","Walking and Talking","0",4
"Channel Four Films","The Land Girls","0",4
"Channel One Russia","Ночной дозор","32000000",1
"Chaocorp","Polisse","20374201",1
"Chapter 2","Escobar: Paradise Lost","3758328",1
"Chapter One Films","The Lazarus Effect","64110728",1
"Character Matters","The Lion of Judah","0",1
"Charenton Productions","Quills","7060876",1
"Charenton Productions Limited","AVP: Alien vs. Predator","171183863",1
"Charles Chaplin Productions","Modern Times","8500000",1
"Charles K. Feldman Group","Red River","9012000",1
"Charles K. Feldman Group","A Streetcar Named Desire","8000000",2
"Charlie Guidance","Forty Shades of Blue","0",1
"Chartoff-Winkler Productions","The Mechanic","51070807",1
"Chartoff-Winkler Productions","The Gambler","39171130",2
"Chartoff-Winkler Productions","New York, New York","0",3
"Chartoff Productions","Ender's Game","125537191",1
"Chartoff Winkler Productions","Creed","173567581",1
"Chase Productions","Dancer, Texas Pop. 81","565592",1
"chateau productions","F.I.S.T.","11",1
"Chatrone","The Book of Life","97437106",1
"Cheap and Dirty Productions Inc.","Fetching Cody","0",1
"Cheerland Entertainment Organization","黃石的孩子","7400000",1
"Cheetah Vision","The Frozen Ground","5496951",1
"Chengtian Entertainment","投名狀","0",1
"Cheongeoram","괴물","88489643",1
"Cheri Productions","Chéri","9366227",1
"Chernin Entertainment","Dawn of the Planet of the Apes","710644566",1
"Chernin Entertainment","Rise of the Planet of the Apes","482860185",1
"Chernin Entertainment","Oblivion","286168572",2
"Chernin Entertainment","Exodus: Gods and Kings","268031828",2
"Chernin Entertainment","The Heat","158674180",3
"Chernin Entertainment","Parental Guidance","119772232",3
"Chernin Entertainment","St. Vincent","54837234",4
"Cherry Alley Productions","The Out-of-Towners","29000000",1
"Cherry On Top","Aroused","0",1
"Cherry Road Films LLC","Southland Tales","374743",1
"Cheyenne Enterprises","Live Free or Die Hard","383531464",1
"Cheyenne Enterprises","Tears of the Sun","85632458",1
"Cheyenne Enterprises","Hostage","77944725",1
"Cheyenne Enterprises","Bandits","67631903",2
"Cheyenne Enterprises","16 Blocks","65664721",2
"Cheyenne Enterprises","Just My Luck","38159905",3
"Cheyenne Enterprises","The Crocodile Hunter: Collision Course","33082548",3
"Cheyenne Enterprises","Hart's War","32287044",4
"Cheyenne Enterprises","The Whole Ten Yards","26155781",4
"Chi-Fou-Mi Productions","Blood Ties","2415472",1
"Chicago Overcoat Productions","Chicago Overcoat","0",1
"Chicago Pacific Entertainment","Chain Reaction","60209334",1
"Chicago Pacific Entertainment","Holes","0",2
"ChickFlick Productions","Raise Your Voice","14867514",1
"Chickie The Cop Production","O","16017403",1
"Children's Television Workshop","The Adventures of Elmo in Grouchland","0",1
"Chime Films","The Reaping","62771059",1
"China Dream Film Culture Industry","刺客聶隱娘","632542",1
"China Film & TV Capital","天將雄師","121545703",1
"China Film Co-Production Corporation","The Mummy: Tomb of the Dragon Emperor","401128639",1
"China Film Co-Production Corporation","Mission: Impossible III","397850012",1
"China Film Co-Production Corporation","卧虎藏龙","213525736",2
